Fiscal _Year_Released,Recidivism_Reporting_Year,Age_At_Release,Days_To_Return,Release_Type,Race_Ethnicity,Sex,Offense_Classification,Offense_Type,Offense_Subtype,Return_To_Prison,Recidivism_Type,New_Offense_Classification,New_Offense_Type,New_Offense_Subtype
2014,2017,Under 25,0,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,0,0,0
2014,2017,25-34,227,Parole,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,Yes,New,B Felony,Drug,Trafficking
2014,2017,55 and Older,0,0,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,45-54,0,0,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,45-54,0,0,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,Under 25,49,Parole,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,Yes,Tech,D Felony,Drug,Trafficking
2014,2017,55 and Older,0,Parole,White - Non-Hispanic,Male,A Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2014,2017,25-34,786,Parole,White - Non-Hispanic,Male,C Felony,Property,Theft,Yes,New,D Felony,Property,Burglary
2014,2017,Under 25,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2014,2017,Under 25,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2014,2017,45-54,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,45-54,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,35-44,342,Parole,American Indian or Alaska Native - Non-Hispanic,Male,B Felony,Drug,Trafficking,Yes,New,B Felony,Drug,Trafficking
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,107,Parole,White - Non-Hispanic,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2014,2017,35-44,143,Parole,White - Non-Hispanic,Male,D Felony,Property,Theft,Yes,Tech,D Felony,Property,Theft
2014,2017,35-44,963,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,New,D Felony,Public Order,OWI
2014,2017,Under 25,0,0,Asian or Pacific Islander - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Male,C Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,25-34,111,Parole,White - Non-Hispanic,Male,D Felony,Public Order,Other Public Order,Yes,Tech,D Felony,Public Order,Other Public Order
2014,2017,45-54,189,Parole,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Tech,Felony - Enhancement to Original Penalty,Drug,Trafficking
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,Traffic,No,No Recidivism,0,0,0
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,Traffic,No,No Recidivism,0,0,0
2014,2017,Under 25,205,Parole,White - Non-Hispanic,Male,C Felony,Property,Burglary,Yes,Tech,C Felony,Property,Burglary
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Female,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,25-34,965,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,Under 25,0,0,Black - Non-Hispanic,Male,D Felony,Public Order,Weapons,No,No Recidivism,0,0,0
2014,2017,Under 25,0,0,Black - Non-Hispanic,Male,D Felony,Public Order,Weapons,No,No Recidivism,0,0,0
2014,2017,Under 25,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,266,Parole,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,Yes,New,D Felony,Property,Forgery/Fraud
2014,2017,35-44,279,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Felony - Enhancement to Original Penalty,Drug,Trafficking
2014,2017,35-44,0,0,White - Non-Hispanic,Male,C Felony,Violent,Sex,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,C Felony,Violent,Sex,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,C Felony,Violent,Sex,No,No Recidivism,0,0,0
2014,2017,25-34,556,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,Tech,D Felony,Other,Other Criminal
2014,2017,Under 25,471,Parole,Black - Non-Hispanic,Male,C Felony,Violent,Assault,Yes,New,B Felony,Violent,Other Violent
2014,2017,25-34,56,Parole,American Indian or Alaska Native - Non-Hispanic,Female,C Felony,Violent,Other Violent,Yes,Tech,C Felony,Violent,Other Violent
2014,2017,25-34,558,0,American Indian or Alaska Native - Non-Hispanic,Female,D Felony,Public Order,Flight/Escape,Yes,New,D Felony,Property,Forgery/Fraud
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,C Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,45-54,0,0,White - Non-Hispanic,Female,Aggravated Misdemeanor,Public Order,Alcohol,No,No Recidivism,0,0,0
2014,2017,55 and Older,619,Parole,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,Aggravated Misdemeanor,Violent,Assault
2014,2017,Under 25,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Vandalism,No,No Recidivism,0,0,0
2014,2017,45-54,732,0,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,Aggravated Misdemeanor,Public Order,Traffic
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Other Drug,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Other Drug,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,35-44,662,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2014,2017,45-54,185,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2014,2017,35-44,155,0,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,Tech,D Felony,Other,Other Criminal
2014,2017,45-54,461,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,D Felony,Public Order,Flight/Escape
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,989,Parole,Black - Non-Hispanic,Female,D Felony,Drug,Trafficking,Yes,New,D Felony,Property,Theft
2014,2017,45-54,0,0,Asian or Pacific Islander - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,C Felony,Violent,Robbery,No,No Recidivism,0,0,0
2014,2017,55 and Older,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,55 and Older,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,Under 25,1095,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,New,D Felony,Property,Forgery/Fraud
2014,2017,35-44,96,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,Tech,D Felony,Property,Burglary
2014,2017,Under 25,529,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,D Felony,Violent,Assault
2014,2017,Under 25,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,Under 25,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,White - Non-Hispanic,Female,D Felony,Public Order,Other Public Order,No,No Recidivism,0,0,0
2014,2017,25-34,440,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2014,2017,35-44,0,Parole,White - Non-Hispanic,Female,D Felony,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,25-34,259,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,C Felony,Drug,Trafficking
2014,2017,45-54,273,0,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,Aggravated Misdemeanor,Violent,Assault
2014,2017,Under 25,1084,0,White - Hispanic,Male,C Felony,Violent,Sex,Yes,New,Aggravated Misdemeanor,Public Order,Other Public Order
2014,2017,35-44,684,0,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,New,A Felony,Violent,Murder/Manslaughter
2014,2017,55 and Older,0,0,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,55 and Older,0,0,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,Black - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2014,2017,25-34,445,Parole,Black - Non-Hispanic,Female,D Felony,Public Order,OWI,Yes,New,D Felony,Public Order,OWI
2014,2017,35-44,0,0,White - Non-Hispanic,Male,D Felony,Property,Vandalism,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Female,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,0,0,0
2014,2017,Under 25,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,Under 25,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,Under 25,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,35-44,1042,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,D Felony,Property,Burglary
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,211,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2014,2017,45-54,0,Parole,White - Non-Hispanic,Female,B Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2014,2017,45-54,0,Parole,White - Non-Hispanic,Female,B Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2014,2017,25-34,631,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,C Felony,Property,Burglary
2014,2017,25-34,512,Parole,White - Non-Hispanic,Male,C Felony,Property,Arson,Yes,New,C Felony,Property,Arson
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,B Felony,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,Under 25,0,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,Under 25,911,Parole,Black - Non-Hispanic,Male,C Felony,Violent,Assault,Yes,New,C Felony,Violent,Assault
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,B Felony,Violent,Robbery,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2014,2017,45-54,372,Parole,Black - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,D Felony,Property,Burglary
2014,2017,35-44,0,Parole,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2014,2017,25-34,120,Parole,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,Yes,New,B Felony,Drug,Trafficking
2014,2017,25-34,782,Parole,White - Non-Hispanic,Female,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Felony - Enhancement to Original Penalty,Drug,Trafficking
2014,2017,Under 25,0,Parole,Asian or Pacific Islander - Non-Hispanic,Male,D Felony,Property,Theft,No,No Recidivism,0,0,0
2014,2017,25-34,803,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Tech,Felony - Enhancement to Original Penalty,Drug,Trafficking
2014,2017,35-44,343,Parole,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2014,2017,25-34,303,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,C Felony,Drug,Trafficking
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,B Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2014,2017,25-34,702,Parole,White - Non-Hispanic,Male,D Felony,Property,Theft,Yes,New,C Felony,Violent,Robbery
2014,2017,Under 25,0,0,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,Under 25,0,0,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,Under 25,0,0,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,25-34,1060,0,White - Non-Hispanic,Male,C Felony,Property,Theft,Yes,New,D Felony,Public Order,OWI
2014,2017,35-44,0,Parole,Black - Non-Hispanic,Male,B Felony,Violent,Other Violent,No,No Recidivism,0,0,0
2014,2017,25-34,247,Parole,White - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,Yes,Tech,D Felony,Property,Forgery/Fraud
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Female,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,0,0,0
2014,2017,25-34,84,0,White - Non-Hispanic,Male,D Felony,Violent,Sex,Yes,Tech,Aggravated Misdemeanor,Other,Other Criminal
2014,2017,Under 25,317,0,White - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,Yes,New,Aggravated Misdemeanor,Violent,Assault
2014,2017,35-44,0,0,Asian or Pacific Islander - Non-Hispanic,Female,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,776,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,C Felony,Drug,Trafficking
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Male,C Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,55 and Older,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Other Drug,No,No Recidivism,0,0,0
2014,2017,25-34,357,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Vandalism,Yes,New,Aggravated Misdemeanor,Violent,Assault
2014,2017,45-54,0,Parole,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,55 and Older,73,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,New,D Felony,Violent,Assault
2014,2017,55 and Older,85,Parole,White - Non-Hispanic,Male,D Felony,Public Order,OWI,Yes,New,D Felony,Public Order,OWI
2014,2017,25-34,612,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,Tech,D Felony,Other,Other Criminal
2014,2017,35-44,0,0,White - Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,White - Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,White - Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,White - Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,White - Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,55 and Older,0,Parole,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,OWI,No,No Recidivism,0,0,0
2014,2017,35-44,63,Parole,Black - Non-Hispanic,Male,D Felony,Public Order,OWI,Yes,New,D Felony,Public Order,OWI
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Female,A Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2014,2017,25-34,745,Parole,White - Non-Hispanic,Female,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Tech,Felony - Enhancement to Original Penalty,Drug,Trafficking
2014,2017,35-44,35,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2014,2017,45-54,0,Parole,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,215,Parole,White - Non-Hispanic,Male,C Felony,Property,Burglary,Yes,New,C Felony,Property,Burglary
2014,2017,35-44,407,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,Tech,D Felony,Property,Burglary
2014,2017,Under 25,492,Parole,White - Non-Hispanic,Male,D Felony,Property,Theft,Yes,New,C Felony,Drug,Trafficking
2014,2017,Under 25,499,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,Aggravated Misdemeanor,Property,Theft
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Other Drug,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Female,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Female,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,0,0,0
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,OWI,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Male,B Felony,Violent,Other Violent,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2014,2017,25-34,818,Parole,American Indian or Alaska Native - Non-Hispanic,Female,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,C Felony,Drug,Trafficking
2014,2017,Under 25,181,Parole,American Indian or Alaska Native - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2014,2017,25-34,0,0,American Indian or Alaska Native - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2014,2017,25-34,372,Parole,White - Non-Hispanic,Male,C Felony,Property,Vandalism,Yes,New,C Felony,Property,Vandalism
2014,2017,55 and Older,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No Recidivism,0,0,0
2014,2017,55 and Older,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No Recidivism,0,0,0
2014,2017,55 and Older,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No Recidivism,0,0,0
2014,2017,55 and Older,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,Under 25,497,0,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Burglary,Yes,New,B Felony,Violent,Robbery
2014,2017,45-54,0,Parole,White - Non-Hispanic,Female,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2014,2017,Under 25,0,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,0,0,0
2014,2017,35-44,575,Parole,White - Non-Hispanic,Female,Aggravated Misdemeanor,Property,Theft,Yes,Tech,Aggravated Misdemeanor,Property,Forgery/Fraud
2014,2017,25-34,349,Parole,White - Non-Hispanic,Male,C Felony,Violent,Assault,Yes,New,C Felony,Violent,Assault
2014,2017,45-54,400,0,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,Aggravated Misdemeanor,Violent,Assault
2014,2017,25-34,916,Parole,White - Non-Hispanic,Male,D Felony,Property,Theft,Yes,New,D Felony,Drug,Trafficking
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,Under 25,935,0,White - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,New,D Felony,Property,Burglary
2014,2017,25-34,0,Parole,White - Non-Hispanic,Female,D Felony,Property,Theft,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,755,Parole,Black - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,New,D Felony,Violent,Assault
2014,2017,55 and Older,371,Parole,White - Non-Hispanic,Male,D Felony,Public Order,OWI,Yes,Tech,D Felony,Public Order,OWI
2014,2017,25-34,0,0,Black - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,Black - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,615,0,White - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,New,D Felony,Violent,Assault
2014,2017,35-44,0,0,White - Non-Hispanic,Male,D Felony,Public Order,Other Public Order,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,White - Non-Hispanic,Male,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2014,2017,25-34,686,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,New,D Felony,Violent,Assault
2014,2017,55 and Older,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No Recidivism,0,0,0
2014,2017,55 and Older,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No Recidivism,0,0,0
2014,2017,55 and Older,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No Recidivism,0,0,0
2014,2017,55 and Older,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No Recidivism,0,0,0
2014,2017,Under 25,0,0,Black - Non-Hispanic,Male,D Felony,Public Order,Weapons,No,No Recidivism,0,0,0
2014,2017,Under 25,0,0,Black - Non-Hispanic,Male,D Felony,Public Order,Weapons,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Male,C Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,Under 25,0,Parole,White - Non-Hispanic,Female,Aggravated Misdemeanor,Public Order,Weapons,No,No Recidivism,0,0,0
2014,2017,Under 25,0,0,White - Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,892,Parole,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,New,Aggravated Misdemeanor,Violent,Assault
2014,2017,35-44,0,0,White - Non-Hispanic,Female,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,55 and Older,0,Parole,American Indian or Alaska Native - Non-Hispanic,Female,C Felony,Property,Theft,No,No Recidivism,0,0,0
